ID	Родитель	Уровень	Название	Значение	Подпись	Иконка	Обложка	Краткое описание	Полное описание	Расписание	Цена
fight_2	fight	1	Направления	sections	секции единоборств	icons/fight.png					
fight_2_1	fight/sections	2	Джиу-джитсу	jiu-jitsu	техника против силы — японская борьба	https://pride34.ru/wp-content/uploads/2021/04/jiu-jitsu-cover.jpg	https://pride34.ru/wp-content/uploads/2021/04/jiu-jitsu-cover.jpg	Эффективное искусство самозащиты, где техника позволяет более слабому победить сильного. Упор на борьбу в партере и болевые приёмы, занятия доступны детям от 4 лет и взрослым.<br>Тренер Николай Федосов<br>Пн, Ср, Пт: 7–10 лет 16:00–17:00; 11–14 лет 17:00–18:30; 15+ лет 19:00–21:00<br>1 занятие — 400 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
fight_2_2	fight/sections	2	Рукопашный бой	rukopash	самооборона для детей, развитие характера и силы	https://pride34.ru/wp-content/uploads/2021/04/rukopashnyj-boj.jpg	https://pride34.ru/wp-content/uploads/2021/04/rukopashnyj-boj.jpg	Секция обучает детей навыкам самообороны и формирует богатырский характер. Тренировки развивают силу, ловкость и дисциплину.<br>Тренер Сергей Владимирович Рассчепкин<br>Пн, Ср, Пт: 7–14 лет 17:30–19:00; 14+ лет 19:00–20:30<br>1 занятие — 400 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
fight_2_3	fight/sections	2	Греко-римская борьба	greco	греко-римская борьба: сила и акробатика без ударов ног	https://pride34.ru/wp-content/uploads/2021/04/6A7A2814-scaled-e1621316155889.jpg	https://pride34.ru/wp-content/uploads/2021/04/6A7A2814-scaled-e1621316155889.jpg	Греко‑римская борьба для детей от 5 лет сочетает общую физическую подготовку, элементы единоборств, силовую работу и борцовскую акробатику. Основное отличие от вольной борьбы — запрет на атаки ногами.<br>Тренер Сергей Иванович Моисеев<br>Пн 16:00–17:00; Вт, Чт, Сб 16:00–17:30<br>1 занятие — 400 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
fight_2_4	fight/sections	2	ММА	mma	детское ММА — смешанное единоборство	https://pride34.ru/wp-content/uploads/2022/11/detskoye-MMA2-cover-1.jpg	https://pride34.ru/wp-content/uploads/2022/11/detskoye-MMA2-cover-1.jpg	Программа сочетает ударные и борцовские направления (бокс, карате, муай‑тай, дзюдо, джиу‑джитсу) и адаптирована для детей. Правила безопасны: запрещены опасные действия, упор на гибкость, ловкость и дисциплину.<br>Тренеры Николай Федосов и Мурад Абулбеков<br>Пн, Ср, Пт: 4–6 лет 17:30–18:30; 7–11 лет 16:00–17:00; 12+ лет 17:00–18:30; опытные 18:30–19:30<br>1 занятие — 400 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
fight_2_5	fight/sections	2	Тхэквондо	taekwondo	таэквондо — корейское боевое искусство и олимпийский спорт	https://pride34.ru/wp-content/uploads/2021/04/taekwondo-cover.jpg	https://pride34.ru/wp-content/uploads/2021/04/taekwondo-cover.jpg	Тхэквондо сочетает мощные удары ногами и технику рук, развивает скорость, гибкость и координацию. Олимпийский вид спорта даёт возможность роста юным спортсменам.<br>Тренер Евгений Лушин<br>Пн, Ср, Пт 16:00–17:30<br>1 занятие — 400 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
fight_2_6	fight/sections	2	Бокс	boxing	классический бокс для развития силы и уверенности	https://pride34.ru/wp-content/uploads/2022/11/box-cover.jpg	https://pride34.ru/wp-content/uploads/2022/11/box-cover.jpg	Бокс — динамичный и мужественный вид спорта, который учит эффективно атаковать и защищаться, развивает выносливость и силу, повышает уверенность. Тренировки проходят под руководством опытного тренера.<br>Тренер Рамиль Исмаилов<br>Вт, Чт, Сб 20:00–21:30 (18+ лет)<br>Разовое занятие — 300 р; абонемент 12 занятий (30 дней) — 2500 р; персональная тренировка — 1000 р/час			
fight_2_7	fight/sections	2	Панкратион	pankration	панкратион — древнее смешанное единоборство	https://pride34.ru/wp-content/uploads/2022/12/pankration-cover.jpg	https://pride34.ru/wp-content/uploads/2022/12/pankration-cover.jpg	Панкратион — древнегреческое единоборство, сочетающее удары и броски из разных видов спорта. Развивает силу, выносливость и тактическое мышление. Воспитанники секции неоднократно побеждают на соревнованиях.<br>Тренер Евгений Кузнецов<br>Вт, Чт, Сб 17:00–18:30<br>1 занятие — 350 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
fight_2_8	fight/sections	2	Самбо	sambo	самбо — самозащита без оружия	https://pride34.ru/wp-content/uploads/2021/04/sambo.jpg	https://pride34.ru/wp-content/uploads/2021/04/sambo.jpg	Самбо, созданное в СССР, объединяет техники дзюдо и национальных видов борьбы и формирует эффективные навыки самообороны. Особое внимание уделяется развитию физических качеств и моральных ценностей.<br>Тренер Валерий Проскуряков<br>Пн, Ср, Пт 14:30–16:00<br>1 занятие — 400 р; 12 занятий — 2500 р			
fight_2_9	fight/sections	2	Борьба дзюдо	judo	дзюдо — гармония силы и гибкости	https://pride34.ru/wp-content/uploads/2021/05/judo-section-cover.jpg	https://pride34.ru/wp-content/uploads/2021/05/judo-section-cover.jpg	Дзюдо сочетает физическую силу с философией мягкости, учит использовать энергию противника и воспитывает дисциплину и уважение. Занятия доступны детям с 5 лет.<br>Тренер Валерий Проскуряков<br>Пн 18:00–19:00; Вт, Чт, Сб 18:30–20:00<br>Абонемент 12 тренировок/30 дней — 2500 р			
fight_2_10	fight/sections	2	Кикбоксинг	kickboxing	кикбоксинг — смесь восточных единоборств и бокса	https://pride34.ru/wp-content/uploads/2021/04/kikboxing-cover.jpg	https://pride34.ru/wp-content/uploads/2021/04/kikboxing-cover.jpg	Кикбоксинг объединяет лучшие элементы восточных единоборств и классического бокса. Тренировки укрепляют мышцы, развивают выносливость, скорость и координацию. Занятия проходят в защищённой экипировке.<br>Тренер Мурад Абулбеков (куратор — Рамиль Исмаилов)<br>Пн, Ср, Пт 16:00–17:30 (7–14 лет)<br>1 занятие — 400 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
