ID	Родитель	Уровень	Название	Значение	Подпись	Иконка	Обложка	Краткое описание	Полное описание	Расписание	Цена
section_2_1_3	section/fight/trainers	3	Евгений Кузнецов	evgeny-kuznetsov	Тренер из МВД	https://pride34.ru/wp-content/uploads/2021/09/kuznecov-evgenij-480x320.jpg	https://pride34.ru/wp-content/uploads/2021/04/evgenij-kuznecov.jpg	"Такое редко, где встретишь - не просто тренер, а бывший служащий МВД. Которой, к тому же, был инструктором в Спортивном Обществе ""Динамо"" при МВД, ФСБ и всех силовых структур нашего региона."	<div class='trainer-info'><div class='trainer-grid'><div class='col-left'><img src='https://pride34.ru/wp-content/uploads/2021/04/evgenij-kuznecov.jpg' alt='Евгений Кузнецов'><div class='price'><h3>Стоимость занятий</h3><ul><li>Разовое — 400₽</li><li>8 занятий — 2000₽</li><li>12 занятий — 2500₽</li></ul></div></div><div class='col-right'><h1>Евгений Кузнецов</h1><h2>Тренер из МВД</h2><h3>О тренере</h3><p>Бывший служащий МВД, инструктор в Спортивном обществе «Динамо» при МВД, ФСБ и других силовых структурах региона. Имеет опыт подготовки сотрудников к сдаче нормативов и ведению боевой подготовки.</p><h3>Мотивация</h3><p>Тренер, который поставит технику и научит уверенности. Евгений помогает каждому ученику стать сильнее не только физически, но и внутренне.</p><h3>Расписание</h3><p>Вт, Чт, Сб 16:00–17:31</p></div></div></div>	Вт, Чт, Сб 16:00–17:31	Разовое — 400₽ / 8 занятий — 2000₽ / 12 занятий — 2500₽
section_2_1_4	section/fight/trainers	3	Евгений Лушин	evgeny-aleksandrovich-lushin	Тренер хапкидо	https://pride34.ru/wp-content/uploads/2021/04/ava-lushin-480x320.jpg	https://pride34.ru/wp-content/uploads/2021/04/evgenij-aleksandrovich-lushin.jpg	Тренер хапкидо Евгений Лушин — Как морально и психологически подготовиться к бою? Это безусловно важный момент. Практически, наровно с умением вести сам бой. Ведь блоки и страхи в нашей голове могут помешать выстроить грамотную стратегию ведения боя и множество других проблем.	<div class='trainer-info'><div class='trainer-grid'><div class='col-left'><img src='https://pride34.ru/wp-content/uploads/2021/04/evgenij-aleksandrovich-lushin.jpg' alt='Евгений Лушин'><div class='price'><h3>Стоимость занятий</h3><ul><li>Разовое — 400₽</li><li>8 занятий — 2000₽</li><li>12 занятий — 2500₽</li></ul></div></div><div class='col-right'><h1>Евгений Лушин</h1><h2>Тренер хапкидо</h2><h3>О тренере</h3><p>Мастер боевых искусств, педагог дополнительного образования и психологии детей и взрослых.</p><h3>Достижения</h3><ul><li>Призёры и чемпионы России, Европы, Кореи и Мира среди учеников</li><li>Официальный представитель Кенг Му Хапкидо в России</li><li>Президент Волгоградской региональной ассоциации Хапкидо</li><li>4 дан Кенг Му Хапкидо, 1 дан традиционного Хапкидо</li><li>3 дан Чой Кванг До, 2 дан тхэквондо WTF</li><li>3 разряд по рукопашному бою</li></ul><h3>Расписание</h3><p>Вт, Чт, Сб 16:00–17:32</p></div></div></div>	Вт, Чт, Сб 16:00–17:32	Разовое — 400₽ / 8 занятий — 2000₽ / 12 занятий — 2500₽
section_2_1_5	section/fight/trainers	3	Сергей Расщепкин	sergey-rasshchepkin	Тренер по рукопашному бою	https://pride34.ru/wp-content/uploads/2021/04/ava-rasshhepkin-480x320.jpg	https://pride34.ru/wp-content/uploads/2021/04/sergej-vladimirovich-rasshhepkin.jpg	Любой родитель согласиться, что для ребенка в спорте важны победы, признание и развитие характера победителя. У нас есть тренер, который все это обеспечит - Расщепкин Сергей, тренер по рукопашному бою.	<div class='trainer-info'><div class='trainer-grid'><div class='col-left'><img src='https://pride34.ru/wp-content/uploads/2021/04/sergej-vladimirovich-rasshhepkin.jpg' alt='Сергей Расщепкин'><div class='price'><h3>Стоимость занятий</h3><ul><li>Разовое — 400₽</li><li>8 занятий — 2000₽</li><li>12 занятий — 2500₽</li></ul></div></div><div class='col-right'><h1>Сергей Расщепкин</h1><h2>Тренер по рукопашному бою</h2><h3>О тренере</h3><p>Мастер спорта по рукопашному бою, черный пояс (1 дан) по тхэквондо. Окончил Волгоградскую академию физической культуры и спорта. Тренерскую работу ведёт с 1995 года, продолжая участвовать в соревнованиях и повышать квалификацию.</p><h3>Преимущества занятий</h3><ul><li>Формирование характера победителя</li><li>Развитие силы и уверенности</li><li>Индивидуальный подход к каждому ученику</li></ul><h3>Расписание</h3><p>Вт, Чт, Сб 16:00–17:33</p></div></div></div>	Вт, Чт, Сб 16:00–17:33	Разовое — 400₽ / 8 занятий — 2000₽ / 12 занятий — 2500₽
section_2_1_6	section/fight/trainers	3	Николай Федосов	nikolay-fedosov	Тренер по бразильскому джиу-джитсу	https://pride34.ru/wp-content/uploads/2021/04/nikolay-fedosov-new-480x320.jpg	https://pride34.ru/wp-content/uploads/2021/04/nikolay-fedosov-new-full.jpg	Тренер по бразильскому джиу-джитсу Николай Федосов — Отзывчивость и терпение - его второе имя. КМС по гиревому спорту, синий пояс по Бразильскому джиу-джитсу. Призер всероссийского турнира по грэпплингу.	<div class='trainer-info'><div class='trainer-grid'><div class='col-left'><img src='https://pride34.ru/wp-content/uploads/2021/04/nikolay-fedosov-new-full.jpg' alt='Николай Федосов'><div class='price'><h3>Стоимость занятий</h3><ul><li>Разовое — 400₽</li><li>8 занятий — 2000₽</li><li>12 занятий — 2500₽</li></ul></div></div><div class='col-right'><h1>Николай Федосов</h1><h2>Тренер по бразильскому джиу-джитсу</h2><h3>О тренере</h3><p>КМС по гиревому спорту, синий пояс по бразильскому джиу-джитсу, призёр всероссийского турнира по грэпплингу, участник чемпионата мира. Тренер известен отзывчивостью и терпением, умеет работать с детьми.</p><h3>Достижения</h3><ul><li>Призёр всероссийских и международных турниров</li><li>КМС по гиревому спорту</li><li>Синий пояс BJJ</li></ul><h3>Расписание</h3><p>Пн, Ср, Пт 16:00–17:30</p></div></div></div>	Пн, Ср, Пт 16:00–17:30	Разовое — 400₽ / 8 занятий — 2000₽ / 12 занятий — 2500₽
section_2_1_7	section/fight/trainers	3	Валерий Проскуряков	valery-proskuryakov	Тренер по самбо и дзюдо	https://pride34.ru/wp-content/uploads/2021/04/ava-proskurjakov-480x320.jpg	https://pride34.ru/wp-content/uploads/2021/04/valerij-mihajlovich-proskurjakov.jpg	MADE IN USSR. Знакомьтесь - Валерий Михайлович Проскуряков. Он тренер по самбо и дзюдо. Иногда слова излишни! Вы, наверняка, представляете себе какой у него опыт, профессионализм и добросовестное отношение к делу!	<div class='trainer-info'><div class='trainer-grid'><div class='col-left'><img src='https://pride34.ru/wp-content/uploads/2021/04/valerij-mihajlovich-proskurjakov.jpg' alt='Валерий Проскуряков'><div class='price'><h3>Стоимость занятий</h3><ul><li>Разовое — 400₽</li><li>8 занятий — 2000₽</li><li>12 занятий — 2500₽</li></ul></div></div><div class='col-right'><h1>Валерий Проскуряков</h1><h2>Тренер по самбо и дзюдо</h2><h3>О тренере</h3><p>Мастер спорта СССР, серебряный призёр РСФСР. Более 15 лет в СК «Прайд». Отличается профессионализмом и вниманием к каждому ученику.</p><h3>Особенности тренировок</h3><ul><li>Развитие силы и техники борьбы</li><li>Формирование характера и самодисциплины</li><li>Передача традиций советской школы самбо и дзюдо</li></ul><h3>Расписание</h3><p>Пн, Ср, Пт 14:30–16:00</p></div></div></div>	Пн, Ср, Пт 14:30–16:00	Разовое — 400₽ / 8 занятий — 2000₽ / 12 занятий — 2500₽
section_2_1_8	section/fight/trainers	3	Рамиль Исмаилов	ramil-ismailov	Тренер по ММА и кикбоксингу	https://pride34.ru/wp-content/uploads/2019/10/ramil-ismailov-480x320.jpg	https://pride34.ru/wp-content/uploads/2021/04/ramil-ismailov.jpg	В левом углу ринга тот, кто сделает из вас победителя. Тренер по направлениям ММА, бразильское джиу-джитсу, кикбоксинг - Исмаилов Рамиль! Тренерский стаж более 20 лет (с 2002 года - непрерывный).	<div class='trainer-info'><div class='trainer-grid'><div class='col-left'><img src='https://pride34.ru/wp-content/uploads/2021/04/ramil-ismailov.jpg' alt='Рамиль Исмаилов'><div class='price'><h3>Стоимость занятий</h3><ul><li>Разовое — 400₽</li><li>8 занятий — 2000₽</li><li>12 занятий — 2500₽</li></ul></div></div><div class='col-right'><h1>Рамиль Исмаилов</h1><h2>Тренер по ММА и кикбоксингу</h2><h3>О тренере</h3><p>Более 20 лет тренерского опыта (с 2002 года). Чемпион России и Мира по бразильскому джиу-джитсу, обладатель кубка мира по кикбоксингу 2013 года. Подготавливает спортсменов к соревнованиям высшего уровня и воспитывает победителей.</p><h3>Достижения</h3><ul><li>Чемпион России по BJJ 2019</li><li>Чемпион Мира по BJJ 2019</li><li>Обладатель Кубка Мира по кикбоксингу 2013</li></ul><h3>Расписание</h3><p>Вт, Чт, Сб 20:00–21:30</p></div></div></div>	Вт, Чт, Сб 20:00–21:30	Разовое — 400₽ / 8 занятий — 2000₽ / 12 занятий — 2500₽
section_2_2	section/fight	2	Направления	sections	секции единоборств	icons/fight.png					
section_2_2_1	section/fight/sections	3	Джиу-джитсу	jiu-jitsu	техника против силы — японская борьба	https://pride34.ru/wp-content/uploads/2021/04/jiu-jitsu-cover.jpg	https://pride34.ru/wp-content/uploads/2021/04/jiu-jitsu-cover.jpg	Эффективное искусство самозащиты, где техника позволяет более слабому победить сильного. Упор на борьбу в партере и болевые приёмы, занятия доступны детям от 4 лет и взрослым.<br>Тренер Николай Федосов<br>Пн, Ср, Пт: 7–10 лет 16:00–17:00; 11–14 лет 17:00–18:30; 15+ лет 19:00–21:00<br>1 занятие — 400 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
section_2_2_2	section/fight/sections	3	Рукопашный бой	rukopash	самооборона для детей, развитие характера и силы	https://pride34.ru/wp-content/uploads/2021/04/rukopashnyj-boj.jpg	https://pride34.ru/wp-content/uploads/2021/04/rukopashnyj-boj.jpg	Секция обучает детей навыкам самообороны и формирует богатырский характер. Тренировки развивают силу, ловкость и дисциплину.<br>Тренер Сергей Владимирович Рассчепкин<br>Пн, Ср, Пт: 7–14 лет 17:30–19:00; 14+ лет 19:00–20:30<br>1 занятие — 400 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
section_2_2_3	section/fight/sections	3	Греко-римская борьба	greco	греко-римская борьба: сила и акробатика без ударов ног	https://pride34.ru/wp-content/uploads/2021/04/6A7A2814-scaled-e1621316155889.jpg	https://pride34.ru/wp-content/uploads/2021/04/6A7A2814-scaled-e1621316155889.jpg	Греко‑римская борьба для детей от 5 лет сочетает общую физическую подготовку, элементы единоборств, силовую работу и борцовскую акробатику. Основное отличие от вольной борьбы — запрет на атаки ногами.<br>Тренер Сергей Иванович Моисеев<br>Пн 16:00–17:00; Вт, Чт, Сб 16:00–17:30<br>1 занятие — 400 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
section_2_2_4	section/fight/sections	3	ММА	mma	детское ММА — смешанное единоборство	https://pride34.ru/wp-content/uploads/2022/11/detskoye-MMA2-cover-1.jpg	https://pride34.ru/wp-content/uploads/2022/11/detskoye-MMA2-cover-1.jpg	Программа сочетает ударные и борцовские направления (бокс, карате, муай‑тай, дзюдо, джиу‑джитсу) и адаптирована для детей. Правила безопасны: запрещены опасные действия, упор на гибкость, ловкость и дисциплину.<br>Тренеры Николай Федосов и Мурад Абулбеков<br>Пн, Ср, Пт: 4–6 лет 17:30–18:30; 7–11 лет 16:00–17:00; 12+ лет 17:00–18:30; опытные 18:30–19:30<br>1 занятие — 400 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
section_2_2_5	section/fight/sections	3	Тхэквондо	taekwondo	таэквондо — корейское боевое искусство и олимпийский спорт	https://pride34.ru/wp-content/uploads/2021/04/taekwondo-cover.jpg	https://pride34.ru/wp-content/uploads/2021/04/taekwondo-cover.jpg	Тхэквондо сочетает мощные удары ногами и технику рук, развивает скорость, гибкость и координацию. Олимпийский вид спорта даёт возможность роста юным спортсменам.<br>Тренер Евгений Лушин<br>Пн, Ср, Пт 16:00–17:30<br>1 занятие — 400 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
section_2_2_6	section/fight/sections	3	Бокс	boxing	классический бокс для развития силы и уверенности	https://pride34.ru/wp-content/uploads/2022/11/box-cover.jpg	https://pride34.ru/wp-content/uploads/2022/11/box-cover.jpg	Бокс — динамичный и мужественный вид спорта, который учит эффективно атаковать и защищаться, развивает выносливость и силу, повышает уверенность. Тренировки проходят под руководством опытного тренера.<br>Тренер Рамиль Исмаилов<br>Вт, Чт, Сб 20:00–21:30 (18+ лет)<br>Разовое занятие — 300 р; абонемент 12 занятий (30 дней) — 2500 р; персональная тренировка — 1000 р/час			
section_2_2_7	section/fight/sections	3	Панкратион	pankration	панкратион — древнее смешанное единоборство	https://pride34.ru/wp-content/uploads/2022/12/pankration-cover.jpg	https://pride34.ru/wp-content/uploads/2022/12/pankration-cover.jpg	Панкратион — древнегреческое единоборство, сочетающее удары и броски из разных видов спорта. Развивает силу, выносливость и тактическое мышление. Воспитанники секции неоднократно побеждают на соревнованиях.<br>Тренер Евгений Кузнецов<br>Вт, Чт, Сб 17:00–18:30<br>1 занятие — 350 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
section_2_2_8	section/fight/sections	3	Самбо	sambo	самбо — самозащита без оружия	https://pride34.ru/wp-content/uploads/2021/04/sambo.jpg	https://pride34.ru/wp-content/uploads/2021/04/sambo.jpg	Самбо, созданное в СССР, объединяет техники дзюдо и национальных видов борьбы и формирует эффективные навыки самообороны. Особое внимание уделяется развитию физических качеств и моральных ценностей.<br>Тренер Валерий Проскуряков<br>Пн, Ср, Пт 14:30–16:00<br>1 занятие — 400 р; 12 занятий — 2500 р			
section_2_2_9	section/fight/sections	3	Борьба дзюдо	judo	дзюдо — гармония силы и гибкости	https://pride34.ru/wp-content/uploads/2021/05/judo-section-cover.jpg	https://pride34.ru/wp-content/uploads/2021/05/judo-section-cover.jpg	Дзюдо сочетает физическую силу с философией мягкости, учит использовать энергию противника и воспитывает дисциплину и уважение. Занятия доступны детям с 5 лет.<br>Тренер Валерий Проскуряков<br>Пн 18:00–19:00; Вт, Чт, Сб 18:30–20:00<br>Абонемент 12 тренировок/30 дней — 2500 р			
section_2_2_10	section/fight/sections	3	Кикбоксинг	kickboxing	кикбоксинг — смесь восточных единоборств и бокса	https://pride34.ru/wp-content/uploads/2021/04/kikboxing-cover.jpg	https://pride34.ru/wp-content/uploads/2021/04/kikboxing-cover.jpg	Кикбоксинг объединяет лучшие элементы восточных единоборств и классического бокса. Тренировки укрепляют мышцы, развивают выносливость, скорость и координацию. Занятия проходят в защищённой экипировке.<br>Тренер Мурад Абулбеков (куратор — Рамиль Исмаилов)<br>Пн, Ср, Пт 16:00–17:30 (7–14 лет)<br>1 занятие — 400 р; 8 занятий — 2000 р; 12 занятий — 2500 р			
section_3	section	1	Танцы	dance	танцевальные стили	icons/dance.png					
section_3_1	section/dance	2	Эстрадный танец	estrada	для детей от 7 до 14 лет	https://pride34.ru/wp-content/uploads/2021/04/popdance-section-cover-480x320.jpg	https://pride34.ru/wp-content/uploads/2021/04/popdance-section-cover-480x320.jpg	Обучение основ современных и модных танцевальных направлений. Зажигательные тренировки для детей от 7 до 14 лет			
section_3_2	section/dance	2	Современная хореография	modern	для детей от 10 лет	https://pride34.ru/wp-content/uploads/2021/04/sovremennaja-horeografija.jpg	https://pride34.ru/wp-content/uploads/2021/04/sovremennaja-horeografija.jpg	Хореография для детей от 10 лет даст возможность овладеть своим телом, развить пластику, координацию, воображение и навык выразительного танца.			
section_3_3	section/dance	2	Фитнес-танцы	fitdance		https://pride34.ru/wp-content/uploads/2021/04/fitness-dancing-cover-300x200.jpg	https://pride34.ru/wp-content/uploads/2021/04/fitness-dancing-cover-300x200.jpg	Направление сотканное из грациозных танцевальных движений и силового фитнеса. На тренировках прокачивается каждая мышца тела и полностью раскрывается женский потенциал.			
section_3_4	section/dance	2	Бальные танцы	ballroom	Для мальчиков и девочек возраста 5-16 лет	https://pride34.ru/wp-content/uploads/2021/04/sportivnye-tancy-300x200.jpg	https://pride34.ru/wp-content/uploads/2021/04/sportivnye-tancy-300x200.jpg	Ваш билет в спортивное будущее. Тренирующиеся, после первого года обучения, выходят на соревнования от Всероссийской федерации танцевального спорта и акробатического рок-н-ролла!			
section_3_5	section/dance	2	Ladys Dance	ladys_dance	танцы и пластика	https://pride34.ru/wp-content/uploads/2021/04/6A7A9570-480x320.jpg	https://pride34.ru/wp-content/uploads/2021/04/6A7A9570-480x320.jpg	Женственные танцы и пластика			
section_3_6	section/dance	2	Восточные танцы	oriental_dance	Таинственные танцы востока	https://pride34.ru/wp-content/uploads/2024/01/vostocjnye-480x320.jpg	https://pride34.ru/wp-content/uploads/2024/01/vostocjnye-480x320.jpg	Таинственные танцы востока			
section_3_7	section/dance	2	Бачата	bachata	стиль из Доминиканы	https://pride34.ru/wp-content/uploads/2023/07/bachata-cover-150x100.jpg	https://pride34.ru/wp-content/uploads/2023/07/bachata-cover-150x100.jpg	Чувственный танец свободы и страсти, который развивает пластику, координацию и чувство ритма. Занятия проходят с тренером Евгением Яныбаевым: Пн–Пт 20:00–21:00 (для новичков) и 20:00–22:00 (для продолжающих). Стоимость: разовое — 400 р; 8 занятий — 3000 р; 12 занятий — 3500 р.			
section_4	section	1	Женские	women	для женщин	icons/girls.png					
section_4_1	section/women	2	Фитнес для беременных	fitness_pregnant	для будущих мам	https://pride34.ru/wp-content/uploads/2022/04/fitnes-dlja-beremennyh-3-480x320.jpg	https://pride34.ru/wp-content/uploads/2022/04/fitnes-dlja-beremennyh-3-480x320.jpg	Групповые тренировки для будущих мам			
